year,sex,name,n,rank
1997,G,Vanessa,6,241
1997,G,Whitney,6,241
1997,G,Amie,5,271
1997,G,Amy-Lee,5,271
1997,G,Amy-Leigh,5,271
1997,G,Aoibhinn,5,271
1997,G,Ashton,5,271
1997,G,Bronach,5,271
1997,G,Brooklyn,5,271
1997,G,Caitlyn,5,271
1997,G,Caragh,5,271
1997,G,Celine,5,271
1997,G,Christine,5,271
1997,G,Ciarrai,5,271
1997,G,Darragh,5,271
1997,G,Denise,5,271
1997,G,Donna,5,271
1997,G,Eilis,5,271
1997,G,Esther,5,271
1997,G,Gina,5,271
1997,G,Harriet,5,271
1997,G,Hayleigh,5,271
1997,G,Iona,5,271
1997,G,Jamie-Leigh,5,271
1997,G,Janine,5,271
1997,G,Jena,5,271
1997,G,Jolene,5,271
1997,G,Julie-Anne,5,271
1997,G,Keri,5,271
1997,G,Kiera,5,271
1997,G,Lana,5,271
1997,G,Lorna,5,271
1997,G,Martina,5,271
1997,G,Meaghan,5,271
1997,G,Naoimh,5,271
1997,G,Naoise,5,271
1997,G,Patrice,5,271
1997,G,Sabrina,5,271
1997,G,Shannan,5,271
1997,G,Shauneen,5,271
1997,G,Siofra,5,271
1997,G,Susannah,5,271
1997,G,Theresa,5,271
1997,G,Ursula,5,271
1997,G,Yasmine,5,271
1997,G,Alix,4,314
1997,G,Anastasia,4,314
1997,G,Angela,4,314
1997,G,Arianne,4,314
1997,G,Bernadette,4,314
1997,G,Billie-Jo,4,314
1997,G,Brogan,4,314
1997,G,Cailin,4,314
1997,G,Carol,4,314
1997,G,Carolyn,4,314
1997,G,Cathy,4,314
1997,G,Ceara,4,314
1997,G,Charlie,4,314
1997,G,Cherith,4,314
1997,G,Daire,4,314
1997,G,Dana,4,314
1997,G,Darcy,4,314
1997,G,Demi-Lee,4,314
1997,G,Eileen,4,314
1997,G,Eimer,4,314
1997,G,Emilie,4,314
1997,G,Evie,4,314
1997,G,Helena,4,314
1997,G,India,4,314
1997,G,Janet,4,314
1997,G,Jody,4,314
1997,G,Joy,4,314
1997,G,Justine,4,314
1997,G,Kara,4,314
1997,G,Katharine,4,314
1997,G,Marie-Claire,4,314
1997,G,Martha,4,314
1997,G,Naomh,4,314
1997,G,Nora,4,314
1997,G,Orfhlaith,4,314
1997,G,Regan,4,314
1997,G,Rhianna,4,314
1997,G,Sacha,4,314
1997,G,Seanan,4,314
1997,G,Serena,4,314
1997,G,Teresa,4,314
1997,G,Tessa,4,314
1997,G,Therese,4,314
1997,G,Tracey,4,314
1997,G,Abbi,3,358
1997,G,Adele,3,358
1997,G,Ailis,3,358
1997,G,Alanis,3,358
1997,G,Alexandria,3,358
1997,G,Amelia,3,358
1997,G,Annalise,3,358
1997,G,Anne-Marie,3,358
1997,G,Antoinette,3,358
1997,G,Ashlene,3,358
1997,G,Ayesha,3,358
1997,G,Blanaid,3,358
1997,G,Brigid,3,358
1997,G,Bryony,3,358
1997,G,Caoilfhionn,3,358
1997,G,Carmel,3,358
1997,G,Cassandra,3,358
1997,G,Chantel,3,358
1997,G,Charis,3,358
1997,G,Cherie,3,358
1997,G,Clarissa,3,358
1997,G,Codie,3,358
1997,G,Collette,3,358
1997,G,Constance,3,358
1997,G,Corinne,3,358
1997,G,Cortney,3,358
1997,G,Dairine,3,358
1997,G,Dawn,3,358
1997,G,Dayna,3,358
1997,G,Demi-Leigh,3,358
1997,G,Dionne,3,358
1997,G,Ebony,3,358
1997,G,Eilish,3,358
1997,G,Eireann,3,358
1997,G,Elise,3,358
1997,G,Eloise,3,358
1997,G,Erika,3,358
1997,G,Eryn,3,358
1997,G,Fainche,3,358
1997,G,Freya,3,358
1997,G,Geraldine,3,358
1997,G,Haley,3,358
1997,G,Heidi,3,358
1997,G,Jana,3,358
1997,G,Janice,3,358
1997,G,Jasmin,3,358
1997,G,Jayde,3,358
1997,G,Jenni,3,358
1997,G,Julia,3,358
1997,G,Kaitlin,3,358
1997,G,Kaitlyn,3,358
1997,G,Karla,3,358
1997,G,Karley,3,358
1997,G,Kathy,3,358
1997,G,Katie-Louise,3,358
1997,G,Kelly-Anne,3,358
1997,G,Kelly-Marie,3,358
1997,G,Kimberly,3,358
1997,G,Kira,3,358
1997,G,Kirby,3,358
1997,G,Kirstin,3,358
1997,G,Kori,3,358
1997,G,Kristin,3,358
1997,G,Kristina,3,358
1997,G,Laoise,3,358
1997,G,Laurie,3,358
1997,G,Leigh,3,358
1997,G,Leonie,3,358
1997,G,Lesley,3,358
1997,G,Lisa-Marie,3,358
1997,G,Lucia,3,358
1997,G,Lucinda,3,358
1997,G,Lynda,3,358
1997,G,Lyndsay,3,358
1997,G,Madison,3,358
1997,G,Maura,3,358
1997,G,Maureen,3,358
1997,G,Meg,3,358
1997,G,Meibh,3,358
1997,G,Micheala,3,358
1997,G,Miriam,3,358
1997,G,Nichola,3,358
1997,G,Nichole,3,358
1997,G,Nikki,3,358
1997,G,Nina,3,358
1997,G,Orlaigh,3,358
1997,G,Padraigin,3,358
1997,G,Phoebe,3,358
1997,G,Polly,3,358
1997,G,Rachelle,3,358
1997,G,Rhian,3,358
1997,G,Rhianne,3,358
1997,G,Roberta,3,358
1997,G,Roise,3,358
1997,G,Roseanna,3,358
1997,G,Rosie,3,358
1997,G,Sandra,3,358
1997,G,Saskia,3,358
1997,G,Seaneen,3,358
1997,G,Selina,3,358
1997,G,Seona,3,358
1997,G,Shanna,3,358
1997,G,Sheree,3,358
1997,G,Simone,3,358
1997,G,Sophie-Louise,3,358
1997,G,Tess,3,358
1997,G,Tiegan,3,358
1997,G,Tonicha,3,358
1997,G,Tory,3,358
1997,G,Tyler,3,358
1998,G,Chloe,434,1
1998,G,Emma,307,2
1998,G,Rebecca,254,3
1998,G,Amy,245,4
1998,G,Lauren,235,5
1998,G,Hannah,233,6
1998,G,Sarah,228,7
1998,G,Shannon,228,7
1998,G,Rachel,219,9
1998,G,Megan,218,10
1998,G,Caitlin,207,11
1998,G,Niamh,181,12
1998,G,Courtney,177,13
1998,G,Nicole,161,14
1998,G,Laura,157,15
1998,G,Sophie,157,15
1998,G,Katie,134,17
1998,G,Jessica,124,18
1998,G,Aoife,120,19
1998,G,Anna,115,20
1998,G,Ciara,114,21
1998,G,Lucy,113,22
1998,G,Aimee,111,23
1998,G,Erin,110,24
1998,G,Emily,105,25
1998,G,Caoimhe,94,26
1998,G,Claire,94,26
1998,G,Catherine,93,28
1998,G,Ellen,80,29
1998,G,Leah,76,30
1998,G,Eimear,75,31
1998,G,Bethany,72,32
1998,G,Victoria,72,32
1998,G,Natasha,67,34
1998,G,Chelsea,66,35
1998,G,Danielle,66,35
1998,G,Jade,65,37
1998,G,Aine,64,38
1998,G,Olivia,64,38
1998,G,Orla,63,40
1998,G,Rachael,63,40
1998,G,Holly,62,42
1998,G,Zoe,61,43
1998,G,Charlotte,59,44
1998,G,Naomi,58,45
1998,G,Kirsty,56,46
1998,G,Molly,54,47
1998,G,Shauna,54,47
1998,G,Grace,53,49
1998,G,Kathryn,50,50
1998,G,Louise,50,50
1998,G,Rebekah,50,50
1998,G,Gemma,49,53
1998,G,Alexandra,48,54
1998,G,Sinead,48,54
1998,G,Katherine,45,56
1998,G,Tara,45,56
1998,G,Melissa,44,58
1998,G,Roisin,42,59
1998,G,Aisling,38,60
1998,G,Bronagh,38,60
1998,G,Cliodhna,38,60
1998,G,Grainne,38,60
1998,G,Georgia,37,64
1998,G,Maria,37,64
1998,G,Samantha,37,64
1998,G,Alice,36,67
1998,G,Robyn,36,67
1998,G,Beth,35,69
1998,G,Kate,35,69
1998,G,Clodagh,34,71
1998,G,Jennifer,34,71
1998,G,Mary,34,71
1998,G,Jordan,33,74
1998,G,Kirsten,32,75
1998,G,Ruth,32,75
1998,G,Stephanie,32,75
1998,G,Cara,31,78
1998,G,Clare,31,78
1998,G,Lisa,31,78
1998,G,Abigail,30,81
1998,G,Morgan,30,81
1998,G,Lydia,29,83
1998,G,Leanne,28,84
1998,G,Chantelle,27,85
1998,G,Elizabeth,27,85
1998,G,Emer,27,85
1998,G,Eve,27,85
1998,G,Jane,27,85
1998,G,Natalie,27,85
1998,G,Alana,26,91
1998,G,Amber,26,91
1998,G,Kerry,26,91
1998,G,Nicola,25,94
1998,G,Taylor,25,94
1998,G,Abbie,24,96
1998,G,Michaela,24,96
1998,G,Dearbhla,23,98
1998,G,Eva,23,98
1998,G,Maeve,23,98
1998,G,Meabh,23,98
1998,G,Sorcha,23,98
1998,G,Fiona,22,103
1998,G,Jodie,22,103
1998,G,Ashleigh,21,105
1998,G,Colleen,21,105
1998,G,Lois,21,105
1998,G,Paige,21,105
1998,G,Annie,20,109
1998,G,Hollie,20,109
1998,G,Toni,20,109
1998,G,Carla,19,112
1998,G,Caroline,19,112
1998,G,Julie,19,112
1998,G,Orlagh,19,112
1998,G,Sian,19,112
1998,G,Zara,19,112
1998,G,Alison,18,118
1998,G,Nikita,18,118
1998,G,Orlaith,18,118
1998,G,Alanna,17,121
1998,G,Brooke,17,121
1998,G,Claudia,17,121
1998,G,Jenna,17,121
1998,G,Jenny,17,121
1998,G,Michelle,17,121
1998,G,Rhiannon,17,121
1998,G,Sara,17,121
1998,G,Andrea,16,129
1998,G,Carly,16,129
1998,G,Demi,16,129
1998,G,Jasmine,16,129
1998,G,Jemma,16,129
1998,G,Kathleen,16,129
1998,G,Kerri,16,129
1998,G,Fionnuala,15,136
1998,G,Hayley,15,136
1998,G,Alicia,14,138
1998,G,Aoibheann,14,138
1998,G,Cora,14,138
1998,G,Helen,14,138
1998,G,Jill,14,138
1998,G,Kelsey,14,138
1998,G,Nadine,14,138
1998,G,Aislinn,13,145
1998,G,Catriona,13,145
1998,G,Ellie,13,145
1998,G,Joanna,13,145
1998,G,Karen,13,145
1998,G,Mollie,13,145
1998,G,Siobhan,13,145
1998,G,Stacey,13,145
1998,G,Tierna,13,145
1998,G,Yasmin,13,145
1998,G,Alex,12,155
1998,G,Christina,12,155
1998,G,Francesca,12,155
1998,G,Jayne,12,155
1998,G,Karla,12,155
1998,G,Kayleigh,12,155
1998,G,Margaret,12,155
1998,G,Phoebe,12,155
1998,G,Tiarna,12,155
1998,G,Alannah,11,164
1998,G,Amanda,11,164
1998,G,Clara,11,164
1998,G,Cliona,11,164
1998,G,Eimhear,11,164
1998,G,Jacqueline,11,164
1998,G,Katrina,11,164
1998,G,Kerrie,11,164
1998,G,Mairead,11,164
1998,G,Tiffany,11,164
1998,G,Alisha,10,174
1998,G,Casey,10,174
1998,G,Christine,10,174
1998,G,Dearbhail,10,174
1998,G,Dervla,10,174
1998,G,Kaitlin,10,174
1998,G,Kiera,10,174
1998,G,Laoise,10,174
1998,G,Meghan,10,174
1998,G,Nadia,10,174
1998,G,Seana,10,174
1998,G,Tammy,10,174
1998,G,Una,10,174
1998,G,Ashley,9,187
1998,G,Brittany,9,187
1998,G,Deborah,9,187
1998,G,Gabrielle,9,187
1998,G,Joanne,9,187
1998,G,Kelly,9,187
1998,G,Leona,9,187
1998,G,Rhianna,9,187
1998,G,Shauneen,9,187
1998,G,Susan,9,187
1998,G,Antonia,8,197
1998,G,Brianna,8,197
1998,G,Caitriona,8,197
1998,G,Ella,8,197
1998,G,Faye,8,197
1998,G,Heather,8,197
1998,G,Jamie,8,197
1998,G,Judith,8,197
1998,G,Kaitlyn,8,197
1998,G,Lara,8,197
1998,G,Marie,8,197
1998,G,Patricia,8,197
1998,G,Sasha,8,197
1998,G,Shelby,8,197
1998,G,Tamara,8,197
1998,G,Tori,8,197
1998,G,Abby,7,213
1998,G,Aideen,7,213
1998,G,Aoibhinn,7,213
1998,G,Cailin,7,213
1998,G,Charlene,7,213
1998,G,Cody,7,213
1998,G,Courteney,7,213
1998,G,Elaine,7,213
1998,G,Julia,7,213
1998,G,Katlyn,7,213
1998,G,Katy,7,213
1998,G,Kirstie,7,213
1998,G,Paula,7,213
1998,G,Sharon,7,213
1998,G,Simone,7,213
1998,G,Tia,7,213
1998,G,Aisha,6,229
1998,G,Amie,6,229
1998,G,Ann,6,229
1998,G,Anne,6,229
1998,G,Cassie,6,229
1998,G,Dearbhaile,6,229
1998,G,Deirbhile,6,229
1998,G,Diane,6,229
1998,G,Eadaoin,6,229
1998,G,Edel,6,229
1998,G,Eimer,6,229
1998,G,Erica,6,229
1998,G,Georgina,6,229
1998,G,Helena,6,229
1998,G,Jamie-Lee,6,229
1998,G,Josephine,6,229
1998,G,Kara,6,229
1998,G,Keeva,6,229
1998,G,Kirstin,6,229
1998,G,Kylie,6,229
1998,G,Lauryn,6,229
1998,G,Lorna,6,229
1998,G,Mia,6,229
1998,G,Neve,6,229
1998,G,Roise,6,229
1998,G,Rose,6,229
1998,G,Shania,6,229
1998,G,Siofra,6,229
1998,G,Skye,6,229
1998,G,Teresa,6,229
1998,G,Therese,6,229
1998,G,Ursula,6,229
1998,G,Abbey,5,261
1998,G,Ana,5,261
1998,G,Bethan,5,261
1998,G,Bronach,5,261
1998,G,Caitilin,5,261
1998,G,Caitlyn,5,261
1998,G,Chantel,5,261
1998,G,Chelsey,5,261
1998,G,Connie,5,261
1998,G,Dara,5,261
1998,G,Demi-Lee,5,261
1998,G,Denise,5,261
1998,G,Eilis,5,261
1998,G,Eleanor,5,261
1998,G,Elle,5,261
1998,G,Erinn,5,261
1998,G,Faith,5,261
1998,G,Geraldine,5,261
1998,G,Heidi,5,261
1998,G,Imogen,5,261
1998,G,India,5,261
1998,G,Iona,5,261
1998,G,Jasmin,5,261
1998,G,Keely,5,261
1998,G,Leigh,5,261
1998,G,Lucie,5,261
1998,G,Lucinda,5,261
1998,G,Monica,5,261
1998,G,Nina,5,261
1998,G,Oonagh,5,261
1998,G,Regan,5,261
1998,G,Riona,5,261
1998,G,Sacha,5,261
1998,G,Savannah,5,261
1998,G,Serena,5,261
1998,G,Shaneen,5,261
1998,G,Shanice,5,261
1998,G,Suzanne,5,261
1998,G,Tiegan,5,261
1998,G,Whitney,5,261
1998,G,Abbi,4,301
1998,G,Aileen,4,301
1998,G,Ailish,4,301
1998,G,Angela,4,301
1998,G,Annalise,4,301
1998,G,April,4,301
1998,G,Ashton,4,301
1998,G,Brenna,4,301
1998,G,Bridget,4,301
1998,G,Bronwyn,4,301
1998,G,Caragh,4,301
1998,G,Carrie,4,301
1998,G,Celine,4,301
1998,G,Cerys,4,301
1998,G,Chelsie,4,301
1998,G,Cherith,4,301
1998,G,Chloe-Louise,4,301
1998,G,Clarissa,4,301
1998,G,Daire,4,301
1998,G,Daisy,4,301
1998,G,Ebony,4,301
1998,G,Elisha,4,301
1998,G,Eloise,4,301
1998,G,Enya,4,301
1998,G,Esther,4,301
1998,G,Frances,4,301
1998,G,Karis,4,301
1998,G,Katelyn,4,301
1998,G,Kayley,4,301
1998,G,Kellie,4,301
1998,G,Kyra,4,301
1998,G,Linda,4,301
1998,G,Lindsey,4,301
1998,G,Lorraine,4,301
1998,G,Lucia,4,301
1998,G,Madison,4,301
1998,G,Martha,4,301
1998,G,Martina,4,301
1998,G,Melanie,4,301
1998,G,Miriam,4,301
1998,G,Naoise,4,301
1998,G,Raicheal,4,301
1998,G,Rhianne,4,301
1998,G,Rosie,4,301
1998,G,Ruby,4,301
1998,G,Saoirse,4,301
1998,G,Sarah-Jayne,4,301
1998,G,Seaneen,4,301
1998,G,Shona,4,301
1998,G,Summer,4,301
1998,G,Adele,3,351
1998,G,Ailise,3,351
1998,G,Aislin,3,351
1998,G,Amy-Leigh,3,351
1998,G,Annabel,3,351
1998,G,Ann-Marie,3,351
1998,G,Ava,3,351
1998,G,Bailey,3,351
1998,G,Billie,3,351
1998,G,Blaithin,3,351
1998,G,Blathnaid,3,351
1998,G,Brenda,3,351
1998,G,Briege,3,351
1998,G,Brona,3,351
1998,G,Caithlin,3,351
1998,G,Carlie,3,351
1998,G,Carol,3,351
1998,G,Cathryn,3,351
1998,G,Ceara,3,351
1998,G,Charly,3,351
1998,G,Charmaine,3,351
1998,G,Codie,3,351
1998,G,Daniella,3,351
1998,G,Dawn,3,351
1998,G,Devon,3,351
1998,G,Donna,3,351
1998,G,Eden,3,351
1998,G,Elena,3,351
1998,G,Elise,3,351
1998,G,Evie,3,351
1998,G,Geri,3,351
1998,G,Gillian,3,351
1998,G,Haley,3,351
1998,G,Hope,3,351
1998,G,Jenni,3,351
1998,G,Jessie,3,351
1998,G,Jordyn,3,351
1998,G,Joy,3,351
1998,G,Julie-Ann,3,351
1998,G,Kayla,3,351
1998,G,Keeley,3,351
1998,G,Keira,3,351
1998,G,Keisha,3,351
1998,G,Kendra,3,351
1998,G,Kennedy,3,351
1998,G,Kenzie,3,351
1998,G,Kerri-Ann,3,351
1998,G,Keziah,3,351
1998,G,Laureen,3,351
1998,G,Leoni,3,351
1998,G,Lisa-Marie,3,351
1998,G,Lori,3,351
1998,G,Lynn,3,351
1998,G,Marianne,3,351
1998,G,Martine,3,351
1998,G,Meadbh,3,351
1998,G,Meg,3,351
1998,G,Mikaela,3,351
1998,G,Moya,3,351
1998,G,Naimh,3,351
1998,G,Naoimh,3,351
1998,G,Naomh,3,351
1998,G,Nichola,3,351
1998,G,Nichole,3,351
1998,G,Nikki,3,351
1998,G,Noelle,3,351
1998,G,Nuala,3,351
1998,G,Orfhlaith,3,351
1998,G,Orlaigh,3,351
1998,G,Poppy,3,351
1998,G,Reanne,3,351
1998,G,Rebekka,3,351
1998,G,Rhea,3,351
1998,G,Rhian,3,351
1998,G,Rochelle,3,351
1998,G,Samara,3,351
1998,G,Sandra,3,351
1998,G,Shonagh,3,351
1998,G,Sophia,3,351
1998,G,Sophie-Louise,3,351
1998,G,Susannah,3,351
1998,G,Suzannah,3,351
1998,G,Tabitha,3,351
1998,G,Tammy-Lee,3,351
1998,G,Taylor-Leigh,3,351
1998,G,Tegan,3,351
1998,G,Teri,3,351
1998,G,Tessa,3,351
1998,G,Tracey,3,351
1998,G,Wendy,3,351
1999,G,Chloe,374,1
1999,G,Rebecca,268,2
1999,G,Emma,255,3
1999,G,Caitlin,250,4
1999,G,Megan,239,5
1999,G,Amy,230,6
1999,G,Lauren,227,7
1999,G,Niamh,220,8
1999,G,Sarah,218,9
1999,G,Rachel,205,10
1999,G,Hannah,202,11
1999,G,Shannon,150,12
1999,G,Katie,145,13
1999,G,Courtney,138,14
1999,G,Sophie,138,14
1999,G,Aoife,131,16
1999,G,Emily,128,17
1999,G,Anna,127,18
1999,G,Laura,121,19
1999,G,Nicole,120,20
1999,G,Jessica,109,21
1999,G,Ciara,104,22
1999,G,Olivia,99,23
1999,G,Ellen,92,24
1999,G,Victoria,91,25
1999,G,Aimee,90,26
1999,G,Erin,88,27
1999,G,Lucy,88,27
1999,G,Caoimhe,87,29
1999,G,Catherine,82,30
1999,G,Leah,77,31
1999,G,Claire,72,32
1999,G,Kirsty,70,33
1999,G,Bethany,63,34
1999,G,Rachael,63,34
1999,G,Jade,60,36
1999,G,Aine,59,37
1999,G,Rebekah,59,37
1999,G,Zoe,59,37
1999,G,Orla,58,40
1999,G,Holly,56,41
1999,G,Danielle,55,42
1999,G,Eimear,53,43
1999,G,Georgia,53,43
1999,G,Charlotte,50,45
1999,G,Molly,50,45
1999,G,Naomi,50,45
1999,G,Cara,49,48
1999,G,Morgan,49,48
1999,G,Grace,48,50
1999,G,Maria,46,51
1999,G,Natasha,46,51
1999,G,Zara,44,53
1999,G,Chelsea,41,54
1999,G,Beth,39,55
1999,G,Alexandra,37,56
1999,G,Kathryn,37,56
1999,G,Lauryn,35,58
1999,G,Maeve,35,58
1999,G,Shauna,35,58
1999,G,Cliodhna,34,61
1999,G,Elizabeth,34,61
1999,G,Tara,34,61
1999,G,Eve,33,64
1999,G,Gemma,33,64
1999,G,Abbie,32,66
1999,G,Aisling,32,66
1999,G,Jodie,32,66
1999,G,Roisin,32,66
1999,G,Samantha,32,66
1999,G,Louise,31,71
1999,G,Annie,30,72
1999,G,Bronagh,30,72
1999,G,Clodagh,30,72
1999,G,Mary,30,72
1999,G,Stephanie,29,76
1999,G,Robyn,28,77
1999,G,Alice,27,78
1999,G,Chantelle,27,78
1999,G,Clare,27,78
1999,G,Melissa,27,78
1999,G,Abigail,26,82
1999,G,Cora,26,82
1999,G,Jennifer,26,82
1999,G,Jordan,26,82
1999,G,Brooke,25,86
1999,G,Ellie,25,86
1999,G,Katherine,25,86
1999,G,Sara,25,86
1999,G,Fiona,24,90
1999,G,Lydia,24,90
1999,G,Shania,24,90
1999,G,Sinead,24,90
1999,G,Taylor,24,90
1999,G,Casey,23,95
1999,G,Hollie,23,95
1999,G,Kerry,23,95
1999,G,Natalie,23,95
1999,G,Rhiannon,23,95
1999,G,Sasha,23,95
1999,G,Amber,22,101
1999,G,Nikita,22,101
1999,G,Colleen,21,103
1999,G,Christina,20,104
1999,G,Kate,20,104
1999,G,Kerri,20,104
1999,G,Lisa,20,104
1999,G,Michaela,20,104
1999,G,Paige,20,104
1999,G,Demi,19,110
1999,G,Jane,19,110
1999,G,Meabh,19,110
1999,G,Orlagh,19,110
1999,G,Alana,18,114
1999,G,Dearbhla,18,114
1999,G,Grainne,18,114
1999,G,Orlaith,18,114
1999,G,Toni,18,114
1999,G,Andrea,17,119
1999,G,Ella,17,119
1999,G,Jenny,17,119
1999,G,Leanne,17,119
1999,G,Meghan,17,119
1999,G,Ruth,17,119
1999,G,Alisha,16,125
1999,G,Carla,16,125
1999,G,Jasmine,16,125
1999,G,Katelyn,16,125
1999,G,Michelle,16,125
1999,G,Mollie,16,125
1999,G,Nadia,16,125
1999,G,Caitlyn,15,132
1999,G,Eden,15,132
1999,G,Eva,15,132
1999,G,Helen,15,132
1999,G,Jenna,15,132
1999,G,Kirsten,15,132
1999,G,Nicola,15,132
1999,G,Saoirse,15,132
1999,G,Sian,15,132
1999,G,Alannah,14,141
1999,G,Ashleigh,14,141
1999,G,Emer,14,141
1999,G,Katy,14,141
1999,G,Lois,14,141
1999,G,Aoibheann,13,146
1999,G,Britney,13,146
1999,G,Kathleen,13,146
1999,G,Lara,13,146
1999,G,Mairead,13,146
1999,G,Nadine,13,146
1999,G,Rhianna,13,146
1999,G,Tori,13,146
1999,G,Jemma,12,154
1999,G,Joanna,12,154
1999,G,Kelly,12,154
1999,G,Margaret,12,154
1999,G,Aislinn,11,158
1999,G,Caroline,11,158
1999,G,Christine,11,158
1999,G,Clara,11,158
1999,G,Eilis,11,158
1999,G,Kaitlin,11,158
1999,G,Kelsey,11,158
1999,G,Leona,11,158
1999,G,Shona,11,158
1999,G,Abby,10,167
1999,G,Bethan,10,167
1999,G,Caitriona,10,167
1999,G,Catriona,10,167
1999,G,Cliona,10,167
1999,G,Deborah,10,167
1999,G,Fionnuala,10,167
1999,G,Jasmin,10,167
1999,G,Kellie,10,167
1999,G,Nuala,10,167
1999,G,Siobhan,10,167
1999,G,Sorcha,10,167
1999,G,Stacey,10,167
1999,G,Yasmin,10,167
1999,G,Alanna,9,181
1999,G,Alex,9,181
1999,G,Brittany,9,181
1999,G,Cameron,9,181
1999,G,Connie,9,181
1999,G,Dervla,9,181
1999,G,Imogen,9,181
1999,G,India,9,181
1999,G,Jill,9,181
1999,G,Kaitlyn,9,181
1999,G,Kerrie,9,181
1999,G,Oonagh,9,181
1999,G,Paula,9,181
1999,G,Phoebe,9,181
1999,G,Rose,9,181
1999,G,Seana,9,181
1999,G,Carly,8,197
1999,G,Elisha,8,197
1999,G,Enya,8,197
1999,G,Hayley,8,197
1999,G,Heather,8,197
1999,G,Jamie,8,197
1999,G,Joanne,8,197
1999,G,Jodi,8,197
1999,G,Justine,8,197
1999,G,Melanie,8,197
1999,G,Neve,8,197
1999,G,Saskia,8,197
1999,G,Shelby,8,197
1999,G,Tia,8,197
1999,G,Tiarna,8,197
1999,G,Tiffany,8,197
1999,G,Abbey,7,213
1999,G,Alicia,7,213
1999,G,Aoibhin,7,213
1999,G,April,7,213
1999,G,Eleanor,7,213
1999,G,Gabrielle,7,213
1999,G,Georgina,7,213
1999,G,Jamie-Lee,7,213
1999,G,Karen,7,213
1999,G,Kayleigh,7,213
1999,G,Serena,7,213
1999,G,Suzanne,7,213
1999,G,Tierna,7,213
1999,G,Una,7,213
1999,G,Aideen,6,227
1999,G,Alison,6,227
1999,G,Antonia,6,227
1999,G,Aoibhinn,6,227
1999,G,Brona,6,227
1999,G,Chelsie,6,227
1999,G,Claudia,6,227
1999,G,Eadaoin,6,227
1999,G,Edel,6,227
1999,G,Eireann,6,227
1999,G,Faith,6,227
1999,G,Faye,6,227
1999,G,Frances,6,227
1999,G,Francesca,6,227
1999,G,Jayne,6,227
1999,G,Keeva,6,227
1999,G,Kirstie,6,227
1999,G,Lynsey,6,227
1999,G,Maya,6,227
1999,G,Meaghan,6,227
1999,G,Naoise,6,227
1999,G,Nina,6,227
1999,G,Savannah,6,227
1999,G,Seanna,6,227
1999,G,Sharon,6,227
1999,G,Skye,6,227
1999,G,Sophia,6,227
1999,G,Summer,6,227
1999,G,Susan,6,227
1999,G,Susanna,6,227
1999,G,Tanya,6,227
1999,G,Tiegan,6,227
1999,G,Adele,5,259
1999,G,Brigid,5,259
1999,G,Brogan,5,259
1999,G,Brooklyn,5,259
1999,G,Celine,5,259
1999,G,Cerys,5,259
1999,G,Chantel,5,259
1999,G,Charley,5,259
1999,G,Chelsey,5,259
1999,G,Daisy,5,259
1999,G,Dara,5,259
1999,G,Darcy,5,259
1999,G,Deirbhile,5,259
1999,G,Donna,5,259
1999,G,Hanna,5,259
1999,G,Hope,5,259
1999,G,Jacqueline,5,259
1999,G,Julie,5,259
1999,G,Kara,5,259
1999,G,Katlyn,5,259
1999,G,Kiera,5,259
1999,G,Kim,5,259
1999,G,Kimberley,5,259
1999,G,Lana,5,259
1999,G,Lesley,5,259
1999,G,Lorna,5,259
1999,G,Mia,5,259
1999,G,Riona,5,259
1999,G,Ruby,5,259
1999,G,Saffron,5,259
1999,G,Teresa,5,259
1999,G,Terri,5,259
1999,G,Aileen,4,291
1999,G,Alix,4,291
1999,G,Angel,4,291
1999,G,Ann,4,291
1999,G,Anne,4,291
1999,G,Ashley,4,291
1999,G,Bernadette,4,291
1999,G,Blanaid,4,291
1999,G,Bobbi,4,291
1999,G,Brianna,4,291
1999,G,Brittney,4,291
1999,G,Bronach,4,291
1999,G,Caragh,4,291
1999,G,Carrie,4,291
1999,G,Daire,4,291
1999,G,Dearbhail,4,291
1999,G,Debbie,4,291
1999,G,Eimer,4,291
1999,G,Eloise,4,291
1999,G,Erinn,4,291
1999,G,Harriet,4,291
1999,G,Iona,4,291
1999,G,Isabella,4,291
1999,G,Isobel,4,291
1999,G,Jana,4,291
1999,G,Johanna,4,291
1999,G,Jordyn,4,291
1999,G,Joy,4,291
1999,G,Judith,4,291
1999,G,Karla,4,291
1999,G,Katelin,4,291
1999,G,Kayla,4,291
1999,G,Keely,4,291
1999,G,Laurie,4,291
1999,G,Lucia,4,291
1999,G,Madeleine,4,291
1999,G,Maia,4,291
1999,G,Martina,4,291
1999,G,Moya,4,291
1999,G,Natalya,4,291
1999,G,Nikki,4,291
1999,G,Rosemary,4,291
1999,G,Rosie,4,291
1999,G,Sacha,4,291
1999,G,Sally,4,291
1999,G,Sarah-Jane,4,291
1999,G,Sarah-Louise,4,291
1999,G,Shonagh,4,291
1999,G,Simone,4,291
1999,G,Siofra,4,291
1999,G,Tammy,4,291
1999,G,Teri,4,291
1999,G,Ursula,4,291
1999,G,Alyson,3,344
1999,G,Amanda,3,344
1999,G,Amelia,3,344
1999,G,Amie,3,344
1999,G,Amy-Leigh,3,344
1999,G,Ana,3,344
1999,G,Beatrice,3,344
1999,G,Billie,3,344
1999,G,Billie-Jo,3,344
1999,G,Blaithin,3,344
1999,G,Blathnaid,3,344
1999,G,Bonnie,3,344
